,tweet,label,marker
822,msmntrump nazi jew killer nthey go full retard,normal,0
2525,fuck retard lol,offensive,1
1481,your retard cant researchthen sure your right,offensive,1
5334,retard high hors fling insult like chimpanze fling shit,offensive,1
4691,le travers la m et trouvent le aid social,fearful_offensive_disrespectful_hateful_normal,1
3364,donut go strip club man youur gon na cunt waitress woman walk stayu,offensive,1
4358,dont worri bullshit go godforsaken shithol countri leav u alon cau,hateful,1
2832,migrant bring diseas death proper vet,fearful_abusive_offensive_hateful_disrespectful,1
4305,youur white wan na dress spic halloween go ahead give two shit real mexican laugu,normal,0
3671,woman like nnretard nois,fearful_offensive,1
1448,africa shithol full african south america ditto arab countri fare well due oil butu,normal,0
2864,gentl remind atroc nation state fix dont accept refuge,normal,0
3759,le travers la m et trouvent le aid social,normal,0
3705,arm guard templ live ucshitholeudcountri time dt finisheduddud,normal,0
4910,could snivel unfold interior mental retard,normal,0
4192,im bram nigger,offensive,1
1058,ok think proper human im actual mongoloid,normal,0
1762,notic fuck look pearceus foot size step whatta cunt get fuckhead outta mlb,offensive,1
1773,stop tweet go back countri tourist kenya control economi,hateful_disrespectful,1
841,retard u stop send slur,offensive,1
2081,aint never see racist faggot,offensive,1
282,forget group mongi stoke fan wait outsid leave ground youu,normal,0
78,skill human driver save retard ai job yet comu,offensive,1
80,go pas fanci dress shop southsid n thereus actual fuck bouncer outsid ya cunt imagin kbudu,normal,0
2083,radic leftist contributor call ucterrorist sympathizerud heus doesnut sympathizeu,normal,0
257,readi accept fate fuck cunt make way,normal,0
2578,share spic bloodlin somewher,offensive,1
5112,shithol countri human right world must rise tell devil backout wu,offensive,1
604,devious danger narcissist autocrat slimi littl twat,normal,0
3254,retard twitter account look like,offensive,1
1319,let scorpio bag cuz ium freak retard uddudeuddudeuddudeuddudeuddudeuddud,normal,0
1418,bitch shut yo retard as look like great valu nipsey hussl,normal,0
2625,fact someon call dyke wear hockey gear,offensive,1
3712,ok retard,offensive,1
4705,hors shadow colossus retard,offensive,1
3634,yeah that go help talk retard want swarm violent moron storm ju,offensive,1
2534,lmfao donut like dude yuall network uddudeuddudeuddudeuddud man retard,normal,0
2158,criss cross arm danc littl white boy love new way call someon faggot,normal,0
120,feminist call fat twat,abusive_hateful,1
3165,yaull arenut even mexican spain cri loududdud,normal,0
3455,your faggot adhd sound like your gay v playground,normal,0
4210,shorti call faggot caus wouldnut respond lmfaoooo,offensive,1
434,merkel leftist sheus center right christian feeu,normal,0
3455,your faggot adhd sound like your gay v playground,normal,0
2132,realli wish chinaman wouldnt blown dog gamerg,normal,0
3199,total support increas number refuge bring nz wrap around support requir,normal,0
2760,mani person bring diseas upon selfindulg live ac,normal,0
165,yep that quid pro quo peter support refuge,normal,0
264,clean aireduddudcath apart spic span almost do withuddudecunpack still laundryuddudca,normal,0
1626,time fli youur faggot,disrespectful,1
986,your spic send messag friend curious cat u sure gon beat as frienu,offensive_hateful,1
2557,anoth shoot nit doesnut even surpris anymor shithol countri valu gun thanu,normal,0
3818,lakh peopl illeg immigr hard believ unimagin immigr ent,normal,0
255,ching chong lookin as,offensive,1
4255,retard tranni spic show good,offensive,1
861,wish faggot would say anyon fam gon na put money book next yeau,normal,0
5557,ching chong let go play big bong ping pong thx k bye,offensive,1
5259,fuck spic mean offens,normal,0
4007,amp mongol go talk brick wall none give shit time greec grow backbon amp onceu,normal,0
4944,conveni soro clinton obama get suspici packag day ok assholesu,offensive,1
319,tamilnadu even good immigr suffer selfcenter,offensive,1
1381,ua gim break gim break break piec fat retard ua,disrespectful,1
1259,african migrant cross mediterranean head spain itali blockad via,normal,0
202,uchey siriyou twatud te horowitz,offensive,1
2793,brother natur aint black huh spic yall right aint tri hold dominirican homi,fearful_abusive_offensive_disrespectful_normal,1
251,chinaman wetback look like combo,offensive_hateful,1
777,polit align music merit wan na argu keep lil nigger lip shut,offensive,1
5454,sleep depriv hungri free pas cunt,normal,0
1578,keep energi next time talk black muslim latino etc hypocrit twat,offensive,1
3091,red sox go win world seri guy like dever pearc meanwhil loser retard mu,normal,0
3131,dis dyke finna get femin backword,offensive,1
3785,dave robert bring u back back world seri act like absolut retard tonight shouldnut fire,normal,0
3763,theyur retard hedonist next,normal,0
2860,wolf blizzard seem almost retard estim,offensive,1
973,bore twat mosso,normal,0
1604,wtf ching chong tag,offensive,1
3547,anyth probabl gay entir faggot group mosu,normal,0
2849,illeg alien need ship home,normal,0
4480,rememb alway go full retard mayb wont back,hateful,1
2925,mpu general studi retard modul ever exist like even compulsori,normal,0
563,relat respect amp trust countri turn total shithol need large populateu,normal,0
3582,whatev u say spic p im actual latino,normal,0
4827,fuck stupid littl twat hole,offensive,1
1739,everyth spic natur listen altern rock,normal,0
5292,ium mother first uddud crazi retard as bitch right uddudcudcudffduduufefudeudd,offensive_normal,1
5066,watch tv mongoloid,offensive,1
5630,drink pepsi mongoloid skull ponder feminist issu,offensive,1
1830,ching chong ching chong,offensive,1
2062,relax faggot cours think amp prayer one ask tweet thu,normal,0
5487,polit correct turn countri shithol tool far leave extremist divid contu,fearful_normal,1
2906,friend shithol countri make histori way benefit everyon advanc peaceu,normal,0
2109,also want know do monstros cunt need disappear x,offensive,1
5415,backpack travel guid burkina faso,normal,0
3614,twat say wrong day prais emri,normal,0
4154,use violenc spread ideolog fuck retard lose argument didnt hau,abusive_hateful,1
2015,stg young use mad stupid mental state ucwhi peopl die keep eye openud ong retard,normal,0
595,retard skism foh ty cash stoopid,offensive_normal,1
4865,non retard club puigbuehl icon ws moment easi winsnnoh well,normal,0
2038,america shithol countri moral,normal,0
3130,claim leftist ask vox would retract theyu,normal,0
1228,ching chong pyro agre,normal,0
3069,bakugan spic pictur,fearful_abusive_offensive_hateful_normal,1
1997,best dj black negro tenia que ser,normal,0
4014,go sleep ching chong,offensive,1
2432,go fuck orang twat,normal,0
369,govern warn peopl foreign spi disguis refuge undermin secur c,offensive,1
3234,soup taker fuckin mighti fall know fact go sevill celtic daft total twat,offensive,1
1372,mean platon dyke way,normal,0
4923,dont like trump alway go back countri guest,normal,0
238,lol speak hazaramongol peopl noth ethnic afghan geneticalu,hateful,1
415,lee hsien loong career crimin chinaman regular talker interrogatedn audiblu,offensive,1
4885,bad night consid part mongoloid,normal,0
3165,yaull arenut even mexican spain cri loududdud,normal,0
754,rape increas due influx primit immigr kick save day,offensive,1
958,love tell admir shes volunt work syrian refuge,normal,0
264,clean aireduddudcath apart spic span almost do withuddudecunpack still laundryuddudca,normal,0
3993,diver general eurafrica particular economist great strength,normal,0
1273,kindergarten kid ran say ching chong make slanti eye foolish,offensive,1
3402,ahhhit mongol hord everybodi hide woman childrennnoh waityou say huu,offensive_hateful,1
678,movier woman curv ana repres new idea belief child immigr bu,normal,0
1066,one time get call raghead leicest,normal,0
4552,robert bower leftist terrorist,normal,0
2440,ching chong,normal,0
793,,normal,0
2648,tribal indian mongoloid time face racism three front let get thisu,normal,0
2278,desh wasionsonia gandhi ne aapk lakh karod anil ji ko de diyennsound retard right u pidi that ur bu,normal,0
177,dni want bloke site chinaman lol,normal,0
3516,yes ium awar ium see lot controversi donut understand,normal,0
3345,id flamboy leftist concern life look cool bunch retard friend,normal,0
4405,public dinosaur privat dinosaur your faggot,hateful,1
878,franc bloodi great migrant problem rapid becom shithol europ would countu,offensive_hateful,1
1056,share three lucki mongol pencil pas upcat,offensive_disrespectful,1
2136,peopl shithol countri behav,offensive,1
264,clean aireduddudcath apart spic span almost do withuddudecunpack still laundryuddudca,normal,0
5302,white girl busit okayi didnt say nigger offen,fearful_abusive_offensive_disrespectful_normal,1
3506,therapist tell lol ur gay kill urself faggot uddud im gon na listen haterz uufef haterz,normal,0
472,sigh final ching chong everywher tl,hateful_disrespectful,1
5172,guess happen allow peopl shithol countri invad countryw becom shitholeu,normal,0
182,faggot,normal,0
1776,listen shit lil spic uddudeudeudduddud sing lyric didnut know,hateful,1
4816,someon toler leave call hate racist basic call spic sameu,normal,0
5501,shithol countri,offensive,1
3460,like stupid rightnshow proof mongoloid,offensive,1
1043,saw dyke look like lil boosi kinda fine though,normal,0
5217,best tv seriesnni dont watch lot tv probabl watamot dont care im faggot shit good,offensive,1
353,fuck faggot,offensive_hateful,1
3287,kill cunt,hateful,1
3763,theyur retard hedonist next,normal,0
866,everi star call u faggot,normal,0
2049,problem whenev post splc studi respons right wingerus claim ucleftist violeu,disrespectful_normal,1
2041,major european favor take refuge disapprov eu handl issu,abusive_offensive_hateful_disrespectful_normal,1
2439,brother law use horrend toh tell stop tight twat uddud,fearful_offensive_hateful_disrespectful_normal,1
3854,hate word nigger nigga el inappropri behavior describ nigga behaviour,fearful_offensive,1
4125,shock wife call lazi twat walmart yesterday almost fell motor scooter,normal,0
829,mean shithol countri,offensive,1
3870,listen watch kwame nkrumah achiev countri africa larg medium hub,normal,0
3361,mongi jonni come late doubt rememb go home fanu,normal,0
2575,nope he cunt general,offensive,1
3984,someon pls tell year old call ching chong bitch today look funni wear grill hate sb much,normal,0
1448,africa shithol full african south america ditto arab countri fare well due oil butu,normal,0
4305,youur white wan na dress spic halloween go ahead give two shit real mexican laugu,normal,0
3666,past month ive see go carefre person itw depress cunt itw lmaooooou,offensive,1
3928,say chink gook chinaman ching chong ur allow,offensive_hateful,1
1493,joyeux anniversair en retard leagu legend,normal,0
833,fat retard gon win dis money big mac uddudddudduddduddudeeuddudeeuddudeeuddude,offensive,1
1103,okay u dont comfort ive accept im unnatur small ur spic,normal,0
4728,oh cock stab fuck nut weather twat say there rain shower outsid,normal,0
3078,pari novemb nigger,hateful_normal,1
2990,fallait pad arriv en retard,abusive_offensive_hateful_disrespectful_normal,1
2389,thank god retard spew anti trump rhetor need internet coo day tbh,offensive,1
5179,like mongoloid good anyway,offensive_hateful,1
1277,id watch im school probabl pay attent sorri doorbel ding dong pink fong wing wong ching chong,offensive,1
4062,ya go antitermit farrakhan leftist leader suppos celebr todayu,offensive,1
459,mitch mcconnel affair shithol countri,offensive_disrespectful,1
5102,twat vagina gari yt peopl wyld,offensive,1
1708,wan na call nigger whole chest block meik bitch,offensive_hateful,1
2301,hobbi includ tabl entertain art dress like dyke basketcas miss tpobaw,offensive_normal,1
1427,anyway imma take nap there fascist everywher shithol countri hope die yeehaw udeudd,offensive,1
1593,send refuge back send illeg alixn back hostil peop,hateful_normal,1
