,tweet,label,marker
3006,alot ogf peopl make fun person school like nice mean also superior im shoot columbin tri,hate,1
357,think world free refuge make happi,hate,1
4989,appar nation geograph predict mix race individu common live one race,nothate,0
3071,skirt trashier dumpster,nothate,0
2295,like hang around bender,hate,1
4594,dirti jew usual call tend smartest,nothate,0
2446,normal person brain would agre whatev come domin cum mouth complet bullshit,nothate,0
4989,appar nation geograph predict mix race individu common live one race,nothate,0
1273,fag evil,hate,1
4230,new covid plagu spread across whole fuck world,nothate,0
2982,grade assign bad must fail year least arent fail life like polish peopl,hate,1
3477,uk best countri world whether food fashion health servic educ foreign chang,hate,1
4811,g ay z die,hate,1
2557,britain without foreign,hate,1
4375,stoicism bad bullshit anyon think,nothate,0
2537,actual white damn fool,nothate,0
2028,carpet dirtier shit,nothate,0
2315,asylum seeker clean,hate,1
3246,comput noth crap,nothate,0
155,son turn queer id asham could never accept,hate,1
742,mulatta dirti,hate,1
330,bitch dog,hate,1
4824,wont buy anyth shop use black advert,hate,1
3970,sinc corona noth feel everyth g,hate,1
4823,black men alway respect,nothate,0
2728,go attack everi singl foreign come way ive enough,hate,1
4968,fuck leav place,nothate,0
2179,hope never cross path stink hindu,hate,1
2859,chine alway tri play basketbal cant short lack general appeal,hate,1
4891,fuck outta,nothate,0
1514,absolt doubt control medium,nothate,0
523,endors attack brown peopl,hate,1
336,black virus,hate,1
576,terrorist want muslim,hate,1
1289,mani costa countri,nothate,0
3216,might skip lectur guy fag,hate,1
1216,therapi gay rapist integr back societi,hate,1
2866,play cricket tenni basketbal short,nothate,0
3182,piec shit camera never fuck work,nothate,0
4264,hedon fuck lie,nothate,0
2455,shithol suck,nothate,0
1665,shitti window shitti hous,nothate,0
2861,tall enough play basketbal fuck midget,hate,1
3591,comput sht,nothate,0
872,good woman quit work get marri focus famili,hate,1
1171,need e x e r n e white,hate,1
4940,wouldnt eat fuck chinki cabbag cook raw,hate,1
4822,gay sick bruv aint noth like bigot say,nothate,0
2930,son school foreign free that nation averag look fool actual fact,hate,1
1046,drive pregnant woman ban unsaf u,hate,1
2368,jew dont malic,nothate,0
1298,certain aroma,nothate,0
4144,lucki step foot countri much offer dont,nothate,0
3039,trashi hous deserv trashi furnitur,nothate,0
32,peopl say french filthi smelli lazi wrong,nothate,0
2437,ethic dont exist chine,hate,1
2293,fuck ugli curtain burnt,nothate,0
3124,comput garbag,nothate,0
756,dad fuck poor,nothate,0
3154,ask fuck bidet none bloodi backward african countri,hate,1
3677,littl kid cant help default trickeri get way,nothate,0
1259,nigga fuck rule,nothate,0
2216,peopl wheelchair mean,nothate,0
4876,ggggggggayyyyyyyyy r grim,hate,1
841,tran id guarante interview white male get special privileg get everyth fair,hate,1
2454,think lucki escap see fox lockdown theyr live field front hous,nothate,0
2815,friend alway complain filipino men shes liter filipino must right,hate,1
2471,cant stand paki give hell day,hate,1
557,refuge disgust,hate,1
3395,cabbi alway tri take advantag u that ill call rat,nothate,0
1123,im bore shitti bed,nothate,0
1952,shitti frame shitti paint,nothate,0
193,lighten skin could pass white,hate,1
3623,lawyer bless mendac help job,nothate,0
1079,pregnant woman end live natur carri anoth human tummi,hate,1
3411,vibrat good one thing yeah dirti mind get,nothate,0
162,im gay man like dick,nothate,0
4629,retard stupid kill,hate,1
2406,favour ban word nigger,nothate,0
3996,cant believ fuck dog inbre,nothate,0
4859,wouldnt open critic son tell meninist wouldnt proud,nothate,0
3251,mean fuck useless eyesor,nothate,0
2448,biatch sneaki,hate,1
4000,fuck fish breed,nothate,0
2532,alway use use word silli person back good old day good way describ,nothate,0
2567,jewish friend,nothate,0
1724,pregnant woman stay home month look strang,hate,1
1035,advis buy cow ride car pregnant wife look like cow nowaday,hate,1
1182,kick flatmat he perv,nothate,0
4480,bring death upon black,hate,1
4242,need get corona countri,nothate,0
2596,countless refuge countri live fulful live,nothate,0
3320,wrong get say shit like indian deserv right,hate,1
3940,blender actual amaz lot cant,nothate,0
1281,hate f g,hate,1
4227,cant believ kungflu manag spread across world,hate,1
2366,use quit enjoy walk around london beauti cobbl back street friend shopkeep buzz atmospher seem ceas due way mani highris build mani car black cab,nothate,0
1468,wish someon would extermin hermi someon big bloodi bomb,hate,1
4671,hate fuck snake despis almost much polish,hate,1
4379,german backward,hate,1
1444,everi singl one sloth that truth,nothate,0
1474,one day stop refrain tellng dirti worthless black see street,hate,1
756,dad fuck poor,nothate,0
4459,xenophob physic go place say,nothate,0
4954,cougar fuck danger lion,nothate,0
875,world end send cock,nothate,0
1444,everi singl one sloth that truth,nothate,0
1731,white superior colour black realli bad,hate,1
593,govern handl covid fuck disgrac,nothate,0
2436,shit hate paki,hate,1
3920,lot dictat realli grind gear learn noth gadaffi filthi old man fart fuck hareem like nobodi biz see power get want emul gadaffi playbook would exact,nothate,0
1609,luckili far right support cant afford live area otherwis id move,nothate,0
2279,parent must proud your still burden,nothate,0
1973,start follow mani east asian celebr recent normal thank intern netflix,nothate,0
3332,fallaci say deserv die im black like im muslim,hate,1
213,imagin world without jew let make happen,hate,1
2558,carri babi live isol island,hate,1
326,hate peopl color,hate,1
1913,get bin,nothate,0
208,men allow marri men,hate,1
2773,truli enjoy work woman,hate,1
2462,neighbour wasnt loud would best lockdown ever,nothate,0
3131,pakistani love cat ill miss,nothate,0
2185,im raghead im white ok,hate,1
301,wave black immigr arriv britain caribbean face signific amount racism,nothate,0
1835,teacher school pregnant scari,hate,1
962,hate peopl say immigr go back home,nothate,0
3132,paki love curri munch wont miss,hate,1
4537,tran peopl like scum shut,nothate,0
1432,hardwork contribut anyth valu,nothate,0
4072,hate woman black chick bad,hate,1
3903,wish corona break countri boat lover would leav,hate,1
4010,muslim woman big letterbox,hate,1
1027,im sorri jew must shame,hate,1
2043,knife fuck useless,nothate,0
3447,primark wrong,nothate,0
4806,lesbian like disgrac countri apparentlypl educ,nothate,0
1105,hate mayo,nothate,0
4891,fuck outta,nothate,0
149,muslim murder disguis,hate,1
2916,place without rowdi footbal fan far easi handl well maintain general everyon lot nicer that ive alway find,nothate,0
2835,would love kill previous owner comput bad state right,nothate,0
4481,woman shoot agre,hate,1
4816,u gay e,hate,1
4181,everyon say camel ugli,nothate,0
3570,govern screw u pay u,hate,1
2161,im three generat british muppet,nothate,0
1610,fuck give total twat,nothate,0
512,tv eat shit,nothate,0
1431,mental retard hardwork contribut anyth valu,hate,1
1309,absolut load filthi muslim street,hate,1
3767,wear abaya want naffer,hate,1
2227,think smart youll know gay unnatur,nothate,0
4131,want give mexican trip lifetim cross border take grand canyon push cliff,hate,1
2363,go shark water im happi go anywher shark one life rule,nothate,0
51,cant tell differ letterbox bom,hate,1
3467,filthi pig gross,nothate,0
2250,hear woman speak wonder sound,nothate,0
3293,secret su societi white supremacist seem like good idea,hate,1
4359,obsess black slaveri witchcraft tbh,hate,1
274,zionist dishonest peopl,hate,1
2935,sex readi carri babi tummi,hate,1
2207,lamp useless piec garbag,nothate,0
1984,mani tran peopl celebr name peopl talk,nothate,0
1077,keep use word poof,hate,1
4385,never want see black man theyr fuck crimin,hate,1
4835,fuck im outti,nothate,0
1195,bad mother career,hate,1
1471,cant believ think arab kind ethnic group like come like least,hate,1
3851,quaint quirki villag hub sort crime wonder accept kind refuge result,hate,1
3214,dont want go stupid code lesson today professor fat cow,hate,1
4718,asian woman filth entir right,hate,1
2411,stang time aliv never endur anyth like certain unusu almost level ridicul tran peopl,hate,1
3383,need smart care definit let sex coupl adopt kid,nothate,0
4696,mongoloid need special chair write exam lol,hate,1
1404,gay pride longer come stop end street that thank,hate,1
1546,haha your filthi,nothate,0
3595,time next year thing even wors job money uk dark time ahead,nothate,0
3507,fuck capit shit unfair wont die old peopl alreadi,hate,1
47,immigr cultur r,hate,1
4112,discrimin nggz wrong disgust good,hate,1
2546,woman carri babi wear bin bag realli big cloth fit,hate,1
78,black someth think father dont exist,hate,1
1050,id rather gay tran least convinc gay person come back normal tran late,hate,1
4352,black bird fuck attack chick nut,hate,1
2984,say go univers retard teacher school say dont take,hate,1
1846,dont fuck rude,nothate,0
3427,one common attribut refuge decept that,hate,1
3060,hate math sure count well,nothate,0
3914,understand gyp make anyth cheater much wrong look tyson furi think theyr great let honest he except prove rule,hate,1
2916,place without rowdi footbal fan far easi handl well maintain general everyon lot nicer that ive alway find,nothate,0
1973,start follow mani east asian celebr recent normal thank intern netflix,nothate,0
2799,laugh anyth includ darki respect,hate,1
4823,black men alway respect,nothate,0
2301,dont realli feel comfort talk foreign especi come somehwer doesnt even proper democraci law order go far enough away europ get sort bizarr way govern,hate,1
3278,town larg muslim popul use scare,hate,1
4851,wommennnnnn r freeeeeeeakz,hate,1
784,realli dont want muslim posit power,hate,1
1820,your right often untrustworthi view victim complex,nothate,0
698,welsh rugbi team worst,nothate,0
3831,fuck covid,nothate,0
202,imagin world without black peopl let make happen,hate,1
2226,black men banish white societi,hate,1
2187,white like u dont want mix ali baba,hate,1
3277,town larg muslim popul,nothate,0
2963,heartwarm encount peopl think exact like bodybuild attract theyr like disney demivillain massiv muscl shit stain skin,nothate,0
517,miss fuck wed delay airport,nothate,0
4042,want cut hand black woman,hate,1
1220,hate fridg,nothate,0
4233,pandem plagu ruin world,nothate,0
3533,live citi full mani wonder wish bear love colour say massiv shop right middl park horribl tourist,nothate,0
4128,spain take covid,nothate,0
134,ok post facebook hope trump die long tag post,nothate,0
4540,social market economi bad bullshit anyon think except bisexu that big bullshit,hate,1
2074,haha agre woman nonstop chitchatt,hate,1
4319,fuck freak u regard covid,nothate,0
4436,environment bad fuck bullshit anyon think,nothate,0
1636,mani racist love countri go home,nothate,0
2466,call dirti jew mani time shitti,nothate,0
2229,there noth obnoxi hear rude person talk,nothate,0
2334,sofa absolut fuck garbag,nothate,0
3461,travel never content allow live peac,nothate,0
1959,love mr trump wish instead bellend,nothate,0
3782,refuge come countri enough job everyon,hate,1
2256,gas chamber make lesbian instead holocaust call holodyk holodyk eva,hate,1
2900,embarrass watch kid swim swim grown,nothate,0
717,black men marri white woman,nothate,0
4264,hedon fuck lie,nothate,0
1085,paki inbr,hate,1
4161,landlord dark sens humor,nothate,0
1030,woman want dick money,nothate,0
4210,immigr huge problem new plagu go ruin societi everywher dont someth,hate,1
1413,trump horrend person,nothate,0
2163,im sorri dont believ muslim jew live togeth areathey inbr hate even hav prophet forc woman convert,hate,1
3516,free market economi fuck abhorr need errad,nothate,0
732,normal person brain would agre whatev come nazi mouth complet bullshit,nothate,0
3348,guy school tell black useless plea repli prove wrong thank,nothate,0
4137,cant believ fuck cat inbre,nothate,0
4654,miss fuck exam fuck alarm didnt go time,nothate,0
1829,absolut bellend who come pc diver bullshit hate foreign,hate,1
459,gay lesbian marri church,nothate,0
4256,realli hate area sinc dirti fuck paki come,hate,1
4791,fuck forget pay,nothate,0
1796,sen increas amount medium exposur toward dirti arabian fiend,hate,1
2296,like go bender,nothate,0
